#id	value
sections-2/sections-0/paragraphs-0/text	Такой сложный проект, как восстановление водного пути Е40, должен оцениваться со всех сторон: экономической, природоохранной, гидрологической и так далее. Существует такое понятие как «баланс интересов». Если в приоритете сохранение биологического разнообразия, значит, от реализации проекта Е40 надо отказаться. Если главное — это экономическая целесообразность, то необходимо крайне щепетильно подойти этому проекту для соблюдения интересов биоразнообразия.
sections-3/title	Комментарий руководства Национального парка «Припятский»
sections-3/sections-0/paragraphs-4/text	Стоит отметить, что при проектировании водного пути Е40 никаких согласований с администрацией Национального парка не осуществлялось. Разработка предложений по строительству гидротехнических сооружений, в том числе и на территории парка, происходила в закрытом, даже, можно сказать, скрытном режиме.
sections-0/sections-1/paragraphs-1/text	Также мы оценивали численность таких видов как свиязь (от 150 до 200 тысяч), турухтан (от 200 до 400 тысяч), веретенник (20-25 тысяч). Это составляет большой процент от общеевропейской и общемировой численности этих видов. Так, весной в пойме Припяти останавливается около 15% общей популяции свиязи, до 20% — турухтана, до 10% европейской популяции веретенника. Причем численность последнего снижается, похожее количество этих птиц — около 20 тысяч — есть только в районе Испании и Португалии.
sections-2/sections-0/paragraphs-3/text	Значительно больший ущерб существующей системе особо охраняемых природных территорий может нанести изменение гидрологического режима в связи с поддержанием уровенного режима, необходимого для прохода крупных судов. Мы пока не знаем характеристик конструкций, которые будут поддерживать уровень воды в реке. Последние 5–10 лет вода в Припяти крайне нерегулярно наполняет пойму, из-за этого происходит закустаривание, уменьшается численность гидрофильных видов животных (насекомых, ракообразных, земноводных) и ценных растений, которые не могут переместиться в пространстве или быстро адаптироваться к меняющимся условиям.
slug	biodiversity
teaser	
sections-0/sections-0/paragraphs-0/text	Идея строительства водного пути Е40 в целом кажется абсолютно нереальной. Уже XXI век, но кто-то все еще хочет повернуть реки вспять — я думал, таких людей уже нет. Припять — одна из наименее испорченных человеком рек во всей Европе, я имею в виду территорию от Пинска до места впадения реки в Днепр, в районе заказника «Средняя Припять». Что касается экологической оценки, то в ее первом варианте Беларусь почти не фигурировала: там было только прописано, что у нас произрастают многие редкие виды растений. Над вторым вариантом поработали в том числе сотрудники НАН Беларуси, они использовали данные из нашего материала (ссылка) про миграционный путь. Также во второй версии экологической оценки было написано, что региону Припяти будет нанесен невосполнимый ущерб, и восстановить эту территорию будет невозможно. Над разработкой Е40 работали эксперты из Польши, Беларуси, Украины, но в финальных документах больше всего внимания было уделено польскому участку — между Варшавой и Брестом.
sections-2/sections-0/title	
sections-0/sections-3/paragraphs-0/text	С каждым годом в Туров приезжает все больше туристов. Точно не могу сказать, сколько, но примерно 15 человек в год заходит к нам на станцию. А в этом году к нам впервые приехали две-три группы белорусов. Были даже те, кто почитал про наши учеты птиц, и потом приезжали посмотреть на них. В мае все гостиницы Туровщины были заняты.
sections-1/profile/caption	Ведущий научный сотрудник лаборатории орнитологии Научно-практического центра Национальной академии наук Беларуси по биоресурсам. Кандидат биологических наук
sections-1/sections-0/paragraphs-0/text	На территории Полесья зарегистрировано более 90% от общего количества видов птиц Беларуси (329 видов птиц). На болотах и пойменных лугах Припятского Полесья обитает значительная часть мировой или европейской популяции глобально угрожаемых и приравниваемых к ним видов: вертлявая камышевка (40% мировой популяции) — около 90% белорусской популяции обитает на трех болотах: «Званец», «Споровское» и «Дикое», большой подорлик — 15%, большой кроншнеп — 5%, большой веретенник — 5 %, дупель — 6%. Изменение гидрологического режима и спрямление русла реки в результате реализации проекта может значительно ускорить негативные процессы и привести к исчезновению ряда видов птиц.
sections-2/profile/portrait	/static/experts/navitsky@2x.jpg
lead	Водный путь Е40 угрожает одним из самых ценных природных территорий Польши, Беларуси и Украины. В Польше это 29 охраняемых объектов, ряд из которых входить в сеть Natura 2000, в Украине — порядка 27 объектов, включая два заповедника, шесть национальных парков и Чернобыльский радиационно-экологический биосферный заповедник. В Беларуси Е40 угрожает <a href='/#/ru/articles/protected-areas'>19 важным природным территориям</a>, в том числе уникальному Национальному парку «Припятский». О том, как изменение Припяти может повлиять на биоразнообразие белорусского Полесья — в комментариях экспертов.
sections-3/sections-0/paragraphs-3/text	Припять в настоящее время является одной из наиболее привлекательных территорий для рыболовства. Современная ихтиофауна водоёмов парка включает в себя 43 вида рыб. К редким и исчезающим видам, внесённым в Красную книгу Республики Беларусь, относится стерлядь. В пойменных водоемах и старицах Припяти наблюдаются вьюн и карась обыкновенный — виды, численность и область распространения которых в последнее время в Беларуси снижаются. Исходя из проекта работ, на реке Припять предлагается строительстве шести-семи гидроузлов, что, по нашему мнению, нарушит все устоявшиеся процессы воспроизводства рыбы. Возникнут проблемы с проходом рыбы из низовий Припяти к нерестилищам, будут уничтожены или изменены сами нерестилища, что, как минимум, приведет к катастрофическому уменьшению количества рыбы. Строительство водного пути Е40 несёт в себе катастрофические последствия для всего Полесья и грозит превращением одной из наиболее сохраннёных рек в обычный мелиоративный канал.
cover	/static/covers/Black_Stork-Lesvos.jpg
sections-0/sections-4/title	Один из аргументов против строительства водного пути Е40 — это неизбежное изменение паводкового режима. Как именно паводки влияют на птиц?
sections-2/sections-0/paragraphs-4/text	Основные проблемы из-за строительства Е40 возникнут у тех видов и экосистем, которые напрямую связаны с естественным пойменным режимом (водно-болотные птицы, земноводные, пойменные растительные сообщества, прилегающие болота и пр.), либо у малоподвижных видов (ползающие гидрофильные насекомые, ракообразные эфемерных водоемов, многие виды гидрофильных растений и пр.) — они могут погибнуть в связи с новыми гидрологическими условиями. Поддержание постоянного уровенного режима реки однозначно негативно скажется на уникальных и редких пойменных экосистемах. В частности, на пойменных лугах: часть из них сейчас активно выкашивается, на Полесье развивается зеленая экономика, и мы рискуем уничтожить собственные вложения. Кроме того, могут погибнуть уникальные пойменные дубравы, черноольховые леса, а также многочисленные охраняемые виды животных и растений. А ведь именно в их сохранение многие годы вкладывались большие деньги, как из бюджета белорусского государства, так и международных спонсоров.
sections-3/sections-0/title	Генеральный директор Степан Бамбиза<br/>Начальник научного отдела Андрей Беспалый
sections-3/sections-0/paragraphs-0/text	Проведение каких-либо работ на реке Припять, находящейся в пределах парка, неприемлемо, так как любое вмешательство приведёт к нарушению и негативным воздействиям на природные комплексы.
sections-0/sections-2/title	Могут ли птицы как-то изменить территорию своего гнездования, если Е40 все-таки пройдет через эти места?
sections-1/profile/portrait	/static/experts/karlionova@2x.jpg
sections-0/sections-1/title	Какова сейчас ситуация с птицами на Припяти и в целом на Полесье?
sections-2/sections-0/paragraphs-2/text	Какие потенциальные угрозы для биоразнообразия все же можно выделить? Ясно, что будут спрямлены определенные участки Припяти — из-за меандрирования река имеет значительно большую протяженность, чем 500 км по прямой. Как правило, спрямление рек, особенно крупных, очень негативно сказывается на локальном биологическом разнообразии, однако по сравнению с масштабом всего проекта Е40 это будут относительно небольшие участки.
sections-0/sections-1/paragraphs-0/text	В нашем центре в Турове мы проводим учеты птиц более 20 лет, а затем делаем экстраполяцию на всю Припять. Первое, что нас удивило в этом году, — это то, что практически все птицы сейчас находятся в том районе, через который будет проходить Е40. Больше 100 тысяч птиц сейчас гнездятся возле Турова — ни возле Пинска, ни возле Мозыря таких больших скоплений нет. Второе — отсутствие уток. Мы их почти не видели: вероятно, причина в том, что вся Припять была заставлена охотничьими силками.
sections-0/sections-4/paragraphs-2/text	Высокие паводки — цикличное явление. В мае 2005 года был такой высокий паводок, что погибли почти все гнезда, но птицы перебрались на другие места и построили там новые. В 2013 году тоже был высокий и длительный паводок, птицы начали массово гнездиться на месяц позже. До июля людям было негде ловить рыбу и купаться — в итоге птицы успешно выходили птенцов. С 2014 по 2016 года было очень мало воды, к тому же сместилось время действия нерестового запрета, в мае уже на берегах появились отдыхающие, собаки... Это происходит не только на Припяти, но и на всех крупных реках.
sections-1/profile/name	Наталия Карлионова
sections-2/sections-0/paragraphs-5/text	Пойма Припяти крайне разнообразна и мозаична, и стоит понимать, что на данный момент мы не может сказать, какие элементы ее структуры пострадают. Но то, что отрицательных эффектов будет много, не вызывает никаких сомнений.
id	1
date	2017-07-31
sections-0/profile/portrait	/static/experts/pinchuk@2x.jpg
sections-0/profile/name	Павел Пинчук
sections-2/sections-0/quote/text	«Поддержание постоянного уровенного режима реки однозначно негативно скажется на уникальных и редких пойменных экосистемах»
sections-2/sections-0/paragraphs-1/text	Трансформация поймы Припяти началась еще в 1960-х годах с мелиоративных работ. Как изменит ее дополнительная деятельность, связанная со строительством водного пути Е40, сейчас однозначно сказать невозможно. Для этого требуется как построение различных моделей с привлечением специалистов из разных отраслей, так и проведение детальных полевых изысканий на основе построенных моделей — невозможно одному человеку сказать, будет ли влияние Е40 положительным или отрицательным. Для такого рода прогнозов нужно иметь конкретные данные, которых в документах разработчиков проекта Е40 пока нет.
sections-3/quote/text	«Национальный парк „Припятский“ является наиболее сохранившимся местом на Полесье, которому нет аналогов в мире»
sections-0/title	Павел Пинчук
sections-0/sections-2/paragraphs-0/text	Полесский пролетный путь, центральной осью которого является пойма Припяти, — наиболее крупный из всех известных пролетных путей на территории Республики Беларусь. Здесь проходит путь весенней миграции для полутора миллионов птиц. Припять очень важна для многих видов, здесь они проводят внушительное количество времени, восстанавливаются после зимы. Например, турухтаны проводят здесь около месяца и набирают около 50% массы тела. Не так просто найти похожее место в Европе.
sections-0/sections-4/paragraphs-1/text	Где-то 3-4 года назад изменили запрет на пользования лодками в нерестовый период, и теперь в южной Беларуси он заканчивается 18 мая. Это очень сильно ударило по птицам, потому что во второй половине мая у них начинают массово рождаться птенцы. Получается, что у них только-только появляются дети, и тут же рядом оказывается множество рыбаков. Птицы перестают высиживать яйца в гнездах на берегах реки, что приводит к гибели птенцов.
sections-2/title	Руслан Новицкий
sections-1/sections-0/paragraphs-2/text	Реализация проекта Е40 окажет негативное влияние на природные комплексы Полесья и биоразнообразие региона. Масштабность последствий можно будет оценить лишь при проведении дополнительных исследований, более детальной проработке проектной документации, а также при наличии детального плана строительства на территории Беларуси.
sections-3/sections-0/paragraphs-1/text	Национальный парк «Припятский» имеет статус ключевой ботанической территории — флора здесь представлена 1073 видами высших растений, 199 видами мхов, 231 видом лишайников, 500 видами водорослей, 528 — грибов. Из них 44 вида высших растений, 4 вида мхов, 11 видов лишайников занесено в Красную книгу Республики Беларусь. На территории парка обитает 62 вида зверей, 7 видов рептилий, 13 видов амфибий, 43 видов рыб, зарегистрировано 256 видов птиц. Выявлено 3306 видов беспозвоночных животных, из них 2626 вида насекомых. 5 видов зверей, 65 видов птиц, 32 вида насекомых включены в Красную книгу. Национальный парк «Припятский» является наиболее сохранившимся местом на Полесье, здесь собрано исключительное разнообразие зверей и птиц, растений лугов и лесов, болот и водоёмов, которому нет аналогов в мире.
sections-0/sections-0/title	Комиссией по восстановлению водного пути Е40 была проведена экологическая оценка проекта. Как бы вы ее прокомментировали?
