#id	value
events-10/paragraphs-0/text	<strong>Результат</strong>: В Минске проходит пресс-конференция «Стоп Е40! Экологические и экономические последствия строительства нового водного пути», на которой независимые эксперты дают свою оценку возможных последствий строительства Е40 на территории Беларуси. По итогам пресс-конференции появляется ряд публикаций в СМИ, представляющих альтернативную точку зрения на планы по восстановлению водного пути.
events-1/date/year	2014
events-3/date/year	2015
events-7/paragraphs-0/text	<strong>Результат</strong>: принята Резолюция, отдельные пункты которой призывают провести комплексные исследования по оценке воздействия на окружающую среду (ОВОС) для всего соединения Е40 и представить меры по ограничению негативного экологического воздействия.
events-9/place	Миколайки, Польша
events-0/date/monthDay	27–28 марта
events-1/date/monthDay	21 мая
events-3/place	
events-4/paragraphs-0/text	<strong>Результат</strong>: по итогам рабочей встречи в согласованы три сценария восстановления пути Е40, которые предпо­лагают создание искусственного канала между Польшей и Беларусью — все варианты касаются исключительно территории Польши.
events-6/paragraphs-0/text	<strong>Результат</strong>: по мнению эко­логов, необходимо подробнее рассмотреть вопрос о том, как восстановление и использование водного пути Е40 повлияет на водный режим и биоразнообразие обра­зующих его рек: Вислы, Западного Буга, Припяти и Днепра, вдоль которых расположено большое количество природо­охранных территорий, в том числе международного значения.
events-2/date/monthDay	июнь
events-8/date/monthDay	8–9 декабря
events-8/place	Брест, Беларусь
events-1/title	встреча экспертов Комиссии
events-2/title	Комиссия объявляет международный тендер на разработку <abbr title='технико-экономического обоснования'>ТЭО</abbr> восстановления водного пути Е40
events-6/place	Люблин, Польша
events-7/place	
events-7/title	третья сессия Трансграничной Комиссии
