#id	value
sections-3/sections-4/tables-1/rows-3-0	Карта
sections-5/sections-2/tables-0/rows-2-0	ТВП-образующие виды
sections-2/sections-2/tables-1/rows-1-0	Животные
sections-3/sections-4/tables-0/rows-0-1	6654 га
sections-3/sections-5/tables-1/rows-0-1	на участке отмечено более 60 видов птиц — гнездится 23 вида, из охраняемых видов: большая выпь, зимородок, наблюдалась неоднократно пустельга
sections-5/title	Международные территории
sections-2/sections-10/title	Республиканский ландшафтный заказник «Мозырские овраги»
sections-3/sections-0/tables-1/rows-0-0	Птицы
sections-5/sections-3/tables-0/rows-0-0	Площадь
sections-5/sections-7/tables-0/rows-1-0	Статус
sections-5/sections-8/tables-0/rows-0-0	Площадь
sections-4/sections-0/tables-1/caption	Красная книга
sections-2/sections-2/tables-1/caption	Красная книга
sections-2/sections-2/tables-1/rows-2-1	7 видов, <a class='default-link' href='https://trofei.by/articles/raznoe/%C2%ABradostovskij%C2%BB-respublikanskij-landshaftnyj-zakaznik'>полный список растений</a>
sections-3/sections-0/tables-0/rows-1-1	уникальная речная долина с исключительным богатством луговых, лесных и водно-болотных биотопов. В пределах угодья расположен более чем 80 километровый фрагмент русла реки. Русло реки в среднем шириной от 200 до 300 м, полностью сохранилось в естественном состоянии. Река образует крупные меандры, многочисленные крупные и мелкие старицы, территория сильно изрезана староречьями. В пределах угодья расположено более 100 пойменных озер- стариц. Территория труднодоступна из-за многочисленных стариц и староречий. В весенний период на значительной площади затапливается паводковыми водами. В пределах территории доминируют открытые луговые, кустарноковые сообщества и болота (около 70%)
sections-3/sections-0/tables-1/caption	Красная книга
sections-3/sections-2/tables-1/rows-1-0	Животные
sections-3/sections-3/tables-1/rows-0-0	Птицы
sections-1/sections-0/tables-1/caption	Красная книга
sections-2/sections-5/tables-0/rows-0-1	одна из самых больших по площади особо охраняемых природных территорий не только в Беларуси, но и в Европе. Крупнейший в Европе участок речной поймы, сохранившийся в естественном состоянии. Весной ширина разливов может достигать 20 км. Ценность заказника — в сохранности нетронутых пойменных черноольховых, дубовых лесов и лугов. Пойма реки Припять в среднем течении — ключевой европейский пролетный путь для водно-болотных птиц. Все эти особенности несомненно делают заказник «Средняя Припять» территорией, важной для птиц (ТВП). <a class='default-link' href='http://greenbelarus.info/articles/22-05-2015/top-10-samyh-interesnyh-prirodnyh-territoriy-belarusi'>Подробнее</a>
sections-2/sections-10/tables-0/rows-0-1	1019,7 га
sections-5/sections-2/tables-0/rows-1-0	Статус
cover	/static/covers/protected-areas.jpg
sections-5/sections-11/tables-0/rows-2-1	Шилохвость, Широконоска, Турухтан, Дупель, Веретенник большой, Веретенник большой, Крачка черная, Крачка белокрылая
sections-2/sections-0/tables-0/rows-0-0	Площадь
sections-2/sections-2/tables-0/caption	Общие сведения
sections-5/sections-6/tables-0/rows-0-0	Площадь
sections-5/sections-7/tables-0/rows-2-0	ТВП-образующие виды
teaser	Обзор важных природных территорий, через которые пройдёт водный путь Е40
sections-2/sections-1/tables-0/caption	Общие сведения
sections-2/sections-4/tables-0/caption	Общие сведения
sections-3/sections-3/tables-0/rows-0-1	467 га
sections-3/sections-5/tables-0/rows-0-1	65 га
sections-5/sections-0/tables-0/rows-1-1	ТВП международного значения с 2010 года
sections-5/sections-0/tables-0/rows-2-1	журавль серый, веретенник большой, камышевка вертлявая
sections-2/sections-1/tables-0/rows-1-1	1999 год
sections-2/sections-1/tables-0/rows-2-1	одно из немногих в Беларуси мест, где еще обитает стерлядь — единственный представитель осетровых рыб в нашей стране
sections-2/sections-6/tables-0/rows-0-1	крупнейшее в Европе низинное болото мезотрофного типа с многочисленными открытыми минеральными «островами». Болота данного типа были широко распространены на Белорусском Полесье, но большая их часть была осушена в 60-х годах. Важен как место обитания крупной популяции вертлявой камышевки — глобально угрожаемого вида, который считается самой редкой певчей птицей Европы. Мы и поляки обладатели самой крупной популяции камышевки в Европе
sections-2/sections-10/tables-1/rows-0-0	Растения
sections-5/sections-5/tables-0/rows-1-0	Статус
title	Важные природные территории Беларуси, которым угрожает Е40
sections-5/sections-4/title	Морочно
sections-5/sections-4/tables-0/rows-0-0	Площадь
sections-1/sections-0/tables-0/caption	Общие сведения
sections-2/sections-1/tables-1/rows-0-1	18 видов, из них 2 вида рыб (обыкновенный усач и стерлядь), 1 вид пресмыкающихся (болотная черепаха), 1 вид земноводных (камышовая жаба), 10 видов птиц(большая и малая выпь, чеглок, кобчик пустельга, кулик-сорока, большой улит, малая чайка, крачка, обыкновенный зимородок) и 4 вида млекопитающих (барсук, малая вечерница, орешниковая и садовая соня)
sections-2/sections-3/tables-0/rows-0-0	Особенность
sections-2/sections-5/title	Республиканский ландшафтный заказник «Средняя Припять»
sections-3/sections-2/tables-0/rows-0-0	Особенность
sections-3/sections-4/tables-1/rows-0-1	144 вида птиц
sections-3/sections-1/tables-1/rows-1-0	Животные
sections-2/sections-0/tables-1/rows-0-1	черный аист, филин, большая выпь и пустельга обыкновенная
sections-2/sections-2/tables-0/rows-0-0	Площадь
sections-2/sections-7/tables-0/rows-0-0	Особенность
sections-1/sections-0/tables-1/rows-2-1	44 вида, <a class='default-link' href='http://www.npp.by/about_national_park/flora_fauna/'>полный список растений Красной книги РБ</a>
sections-5/sections-1/tables-0/rows-1-1	ТВП международного значения с 1998 года. Рамсарская территория с 2002 года
sections-5/sections-1/tables-0/rows-2-1	подорлик большой, погоныш, погоныш малый, кроншнеп большой, камышевка вертлявая
sections-5/sections-5/tables-0/rows-2-0	ТВП-образующие виды
sections-5/sections-11/tables-0/rows-0-0	Площадь
sections-5/sections-7/title	Пойма Львы
sections-5/sections-9/title	Национальный парк «Припятский»
sections-1/sections-0/tables-0/rows-0-1	188485 га
sections-1/sections-0/tables-1/rows-1-0	Животные
sections-3/title	Местные заказники
sections-3/sections-0/tables-0/caption	Общие сведения
sections-4/sections-0/tables-0/caption	Общие сведения
sections-4/sections-0/tables-1/rows-0-0	Птицы
sections-2/sections-9/tables-0/caption	Общие сведения
sections-2/sections-10/tables-1/caption	Красная книга
sections-4/paragraphs-0/text	Государственное природоохранное научно-исследовательское учреждение «Полесский государственный радиационно-экологический заповедник»
sections-4/sections-0/tables-0/rows-1-1	1988 год
sections-4/sections-0/tables-0/rows-2-1	крупнейший беларусский заповедник. Здесь зарегистрирован 1251 вид растений, это более двух третей флоры страны. Одно из немногих мест, где все процессы восстановления проходят абсолютно естественно. Заповедник действует в пределах 30-километровой зоны отселения, созданной после аварии на Чернобыльской АЭС. Единственное место в Беларуси, где можно встретить лошадей Пржевальского
sections-5/sections-9/tables-0/rows-0-1	82461 га
sections-3/sections-4/tables-0/rows-2-0	Особенность
sections-3/sections-5/tables-1/rows-0-0	Птицы
sections-5/sections-1/title	Званец
sections-2/sections-9/tables-0/rows-0-1	часть территории относится к республиканскому ландшафтному заказнику «Прибужское Полесье» и биосферному резервату «Прибужское Полесье». Водно-болотное угодье представляет собой фрагмент правобережной части долины реки Западный Буг в среднем течении, а также множество водоёмов различного происхождения. Пойма с многочисленными меандрами и старицами, с наличием островов и отмелей имеет значение для сохранения большого числа водно-болотных видов
sections-5/sections-1/tables-0/rows-0-0	Площадь
sections-5/sections-2/tables-0/rows-0-1	10335 га
sections-5/sections-8/title	Старый Жаден
sections-5/sections-11/tables-0/rows-2-0	ТВП-образующие виды
sections-3/sections-3/tables-0/rows-1-0	Дата основания
sections-3/sections-3/tables-1/rows-0-1	в заказнике выявлено 76 видов птиц. В северных и южных частях заказника зарегистрированы три пары ремеза обыкновенного (Красная книга РБ). У воды встречается чайка серебристая (Красная книга РБ)
sections-3/sections-5/tables-0/rows-1-0	Дата основания
sections-4/sections-0/tables-0/rows-0-0	Площадь
sections-3/sections-0/tables-1/rows-0-1	здесь гнездятся такие виды как: малая выпь Ixobrychus minutus, малый подорлик Aquila pomarina, обыкновенный осоед Pernis apivorus, черный аист Ciconia nigra, серый журавль Grus grus, дупель Gallinago media, белоспинный дятел Dendrocopos leucotos, козодой Caprimulgus europaeus, лесной жаворонок Lullula arborea, ряд других видов. Численность ряда видов равна или превышает 1% от национальной популяции. Это такие виды как: большая выпь Botaurus stellaris, болотный лунь Circus aeruginosus, коростель Crex crex, черная крачка Chlidonias niger, зимородок Alcedo atthis, и др. Численность таких видов как: средний дятел, Dendrocopos medius, малая крачка Sterna albifrons, обыкновенный жулан Lanius collurio, варакушка Luscinia svecica — более 2%; ястребиная славка Sylvia nisoria и мородунка Xenus cinereus, мухоловка-белошейка Ficedula albicollis — более 5 % национальной популяции
sections-3/sections-1/tables-1/rows-1-1	в фауне и флоре территории насчитывается около 90 охраняемых видов животных и растений. Территория является важнейшим местом обитания для ряда видов рыб: Gobio albipinnatus, Aspius aspius, Eudontomyzon mari
sections-3/sections-2/tables-1/caption	Красная книга
sections-3/sections-3/tables-0/caption	Общие сведения
sections-2/sections-3/tables-0/caption	Общие сведения
sections-3/sections-4/tables-0/rows-1-0	Дата основания
sections-5/sections-4/tables-0/rows-1-1	ТВП регионального значения с 2005 года. Рамсарская территория с 2012 года
sections-5/sections-4/tables-0/rows-2-1	Змееяд, Козодой обыкновенный
sections-2/sections-1/tables-0/rows-0-0	Площадь
sections-2/sections-4/tables-0/rows-0-0	Особенность
sections-5/sections-6/title	Полесский радиационный заповедник
lead	Водный путь Е40 пройдет через одни из самых ценных природных территорий Беларуси: национальный парк «Припятский», Полесский радиационный заповедник, 11 республиканских заказников и шесть местных. Из этих объектов 12 имеют международное значение — они охраняются Рамсарской Конвенцией и являются территориями, важными для птиц (ТВП). Что это за объекты и почему они ценны?
sections-3/sections-2/tables-0/caption	Общие сведения
sections-3/sections-3/tables-0/rows-2-0	Особенность
sections-1/sections-0/tables-1/rows-2-0	Растения
sections-2/sections-1/tables-1/caption	Красная книга
sections-2/sections-2/tables-0/rows-1-1	1978 год
sections-2/sections-2/tables-0/rows-2-1	высоковозрастные дубравы (старше 100 лет) сложной пространственной структуры
sections-2/sections-5/tables-0/caption	Общие сведения
sections-2/sections-8/tables-0/rows-0-0	Особенность
sections-3/sections-5/tables-0/rows-2-0	Особенность
sections-1/title	Национальные парки
sections-1/sections-0/tables-1/rows-1-1	европейская норка, зубр, европейская рысь, барсук, садовая соня, соня-полчок, орешниковая соня
sections-2/sections-0/tables-1/caption	Красная книга
sections-5/sections-7/tables-0/rows-0-1	17717 га
sections-5/sections-11/title	Туровский Луг
sections-5/sections-11/tables-0/rows-1-1	ТВП международного значения
sections-2/sections-1/tables-1/rows-0-0	Животные
sections-2/sections-2/tables-1/rows-1-1	13 видов: гребенчатый тритон, болотная черепаха, черный аист, скопа, малый и большой подорлик, чеглок, коростель, серый журавль, большой кроншнеп, филин, белоспинный дятел, зеленый дятел
sections-3/sections-4/tables-1/rows-0-0	Птицы
sections-5/sections-10/tables-0/rows-0-1	23000 га
id	6
sections-0/title	
sections-2/sections-2/tables-1/rows-2-0	Растения
sections-5/sections-0/title	Дывин-Великий лес
sections-2/sections-0/tables-0/caption	Общие сведения
sections-2/sections-0/tables-1/rows-0-0	Птицы
sections-3/sections-2/tables-1/rows-1-1	в фауне и флоре территории насчитывается около 90 охраняемых видов животных и растений. Территория является важнейшим местом обитания для ряда видов рыб: Gobio albipinnatus, Aspius aspius, Eudontomyzon mari
sections-5/sections-0/tables-0/rows-0-0	Площадь
sections-5/sections-3/title	Средняя Припять
sections-5/sections-9/tables-0/rows-1-0	Статус
sections-5/sections-11/tables-0/rows-1-0	Статус
sections-1/sections-0/tables-0/rows-1-0	Дата основания
sections-2/sections-0/tables-0/rows-1-1	1994 год
sections-2/sections-0/tables-0/rows-2-1	ценные массивы грабовых лесов, а также черноольховые и широколиственно-сосновые лесные формации; <a class='default-link' href='http://probelarus.by/belarus/sight/nature/1491484527.html'>подробнее</a>
sections-3/sections-1/tables-0/rows-0-1	место гнездования и обитания занесённых в Красную книгу птиц. ключевой миграционный путь, соединяющий регионы севера, востока со Средиземноморьем и даже Африканским континентом. Также он известен как ключевое место гнездования куликов в Беларуси
sections-5/sections-6/tables-0/rows-1-1	ТВП международного значения с 2005 года
sections-5/sections-6/tables-0/rows-2-1	Выпь большая, Черный аист, Орлан-белохвост, Змееяд, Малый подорлик, Подорлик большой, Погоныш малый, Коростель, Журавль серый, Дупель, Крачка малая, Филин, Обыкновенный зимородок
sections-2/sections-10/tables-1/rows-0-1	976 видов растений. Более 20% беларусских краснокнижников растут там. Среди особо ценных растительных сообществ представлены высоковозрастные (до 120 лет) сосновые леса на минеральных почвах, коренные высоковозрастные дубовые леса на крутых склонах, редкие для региона высоковозрастные (до 80 лет) грабовые леса, высоковозрастные (до 80 лет) производные сообщества бородавчатоберезовых лесов
sections-3/sections-5/title	Биологический заказник «Брестский»
sections-5/sections-2/title	Простырь
sections-5/sections-5/tables-0/rows-0-1	93699 га
sections-3/sections-0/tables-0/rows-0-0	Площадь
sections-5/sections-9/tables-0/rows-2-0	ТВП-образующие виды
sections-1/sections-0/tables-0/rows-2-0	Особенность
sections-4/sections-0/tables-1/rows-0-1	большой подорлик, чёрный аист, орел-змееяд, малый подорлик, орлан-белохвост, сокола-пустельга, бородатая неясыть; <a class='default-link' href='http://greenbelarus.info/articles/22-05-2015/top-10-samyh-interesnyh-prirodnyh-territoriy-belarusi'>подробнее</a>
sections-5/sections-3/tables-0/rows-1-1	ТВП международного значения с 1998 года. Рамсарская территория с 2001 года
sections-5/sections-3/tables-0/rows-2-1	Гуменник, Гусь белолобый, Свиязь, Кряква, Шилохвость, Чирок-трескунок, Широконоска, Чернеть красноголовая, Чернеть красноголовая, Гоголь обыкновенный, Выпь большая, Цапля большая белая, Черный аист, Аист белый, Орлан-белохвост, Змееяд, Подорлик большой, Погоныш, Погоныш малый, Коростель, Турухтан, Дупель, Веретенник большой, Веретенник большой, Щеголь, Травник, Крачка малая, Крачка малая, Крачка белокрылая, Крачка черная, Крачка черная, Филин, Удод, Вертишейка, Дятел седой, Дятел средний, Ласточка береговая, Конек луговой, Сверчок обыкновенный, Сверчок речной, Сверчок соловьиный, Камышовка вертлявая, Камышовка-барсучок, Камышовка болотная
sections-5/sections-8/tables-0/rows-1-1	ТВП международного значения, Рамсарская территория с 2012 года
sections-5/sections-8/tables-0/rows-2-1	Подорлик большой
sections-2/sections-1/title	Республиканский ландшафтный заказник «Стрельский»
sections-2/sections-8/tables-0/rows-0-1	эвтрофное пойменное болото, ранее типичное для белорусского Полесья, но они стали редкими в результате дренажа, начавшегося в 1960 году и практически исчезли в Центральной Европе. Здесь находятся одни из самых крупных на Полесье нерестовищ рыб
sections-3/sections-1/tables-1/rows-0-0	Птицы
sections-2/sections-0/tables-0/rows-2-0	Особенность
sections-2/sections-8/title	Республиканский заказник «Простырь»
sections-5/sections-3/tables-0/rows-1-0	Статус
sections-5/sections-6/tables-0/rows-2-0	ТВП-образующие виды
sections-5/sections-7/tables-0/rows-0-0	Площадь
sections-5/sections-8/tables-0/rows-1-0	Статус
sections-2/sections-10/tables-0/rows-2-0	Особенность
sections-3/sections-5/tables-1/rows-2-0	Растения
sections-2/sections-1/tables-0/rows-0-1	12161 га
sections-2/sections-4/tables-0/rows-0-1	крупнейший в Беларуси клюквенник; благодаря своей значимости для сохранения серого журавля, тетерева и змееяда болото имеет статус «Территории, важной для птиц» национального значения; <a class='default-link' href='http://eightwetlands.by/4-morocno.html'>подробнее про Морочно</a>
sections-3/sections-5/tables-1/rows-1-1	зарегистрировано 18 видов млекопитающих, в том числе белобрюхая белозубка. Обитают 3 вида пресмыкающихся, один вид — черепаха болотная, занесен в Красную книгу
sections-5/sections-10/tables-0/rows-0-0	Площадь
sections-1/sections-0/tables-1/rows-0-0	Птицы
sections-2/sections-10/tables-0/rows-1-1	1986 год
sections-4/sections-0/tables-0/rows-0-1	216093 га
sections-5/sections-9/tables-0/rows-1-1	ТВП международного значения. Рамсарская территория
sections-5/sections-9/tables-0/rows-2-1	Черный аист, Змееяд, Подорлик большой, Журавль серый, Дупель, Веретенник большой, Крачка малая, Филин, Неясыть серая, Козодой обыкновенный, Дятел средний
sections-5/sections-3/tables-0/rows-2-0	ТВП-образующие виды
sections-5/sections-6/tables-0/rows-1-0	Статус
sections-1/sections-0/tables-0/rows-1-1	1996 год
sections-1/sections-0/tables-0/rows-2-1	здесь проживают 256 видов птиц, что составляет 98% от фауны пернатых Полесья и 79% от орнитофауны всей страны. Средняя полоса парка представлена крупнейшим в Европе массивом переходных и верховых болот «Межч-Кандзель-Еловец-Ольхово» площадью более 30000 га. Во время паводка образуется «Геродотово море» — залитые водой луга, леса, болота, кустарники. Уникальность национального парка — в пойменных биотопах, в первую очередь <a class='default-link' href='http://greenbelarus.info/articles/22-05-2015/top-10-samyh-interesnyh-prirodnyh-territoriy-belarusi'>пойменных дубравах</a>
sections-2/title	Республиканские заказники
sections-2/sections-0/tables-0/rows-1-0	Дата основания
sections-2/sections-6/title	Республиканский ландшафтный заказник «Званец»
sections-3/sections-3/tables-1/caption	Красная книга
sections-5/sections-8/tables-0/rows-2-0	ТВП-образующие виды
sections-1/sections-0/title	ГПУ национальный парк «Припятский»
sections-2/sections-8/tables-0/caption	Общие сведения
sections-2/sections-9/tables-0/rows-0-0	Особенность
sections-5/sections-1/tables-0/rows-0-1	16225 га
sections-5/sections-2/tables-0/rows-0-0	Площадь
sections-2/sections-0/tables-1/rows-2-0	Растения
sections-2/sections-2/tables-0/rows-1-0	Дата основания
sections-2/sections-10/tables-0/rows-1-0	Дата основания
sections-3/sections-0/tables-0/rows-0-1	Угодье представляет собой фрагмент долины реки Припять в нижнем течении, общей протяженностью около более 50 км и шириной от 2 до 8,5 км. Между г. Петриков и г. Мозырь
sections-3/sections-0/tables-1/rows-1-0	Животные
sections-0/images-0/link	/static/map_opt.jpg
sections-2/sections-0/title	Республиканский заказник «Тырвовичи»
sections-2/sections-0/tables-1/rows-1-1	барсук, болотная черепаха
sections-3/sections-2/tables-1/rows-0-0	Птицы
sections-3/sections-3/tables-1/rows-1-0	Животные
sections-5/sections-10/title	Полесская долина реки Буг
sections-2/sections-3/title	Республиканский водно-болотный заказник «Старый Жаден»
sections-3/sections-4/tables-0/rows-1-1	1999 год
sections-3/sections-4/tables-0/rows-2-1	его уникальность заключается в том, что на небольшой площади в междуречье Западного Буга и Лесной сформировалось около 80 типов различных почв. Значительную площадь территории заказника занимают пойменные луга
sections-3/sections-4/tables-1/rows-2-0	Растения
sections-5/sections-4/tables-0/rows-1-0	Статус
sections-5/sections-10/tables-0/rows-2-1	cерощёкая поганка, большая выпь, серая утка, красноголовый нырок, белоглазый нырок, малый погоныш, серый журавль, черная крачка, малая крачка, средний дятел, филин, обыкновенный зимородок, обыкновенный козодой, ласточка-береговушка, соловьиный сверчок
sections-2/sections-1/tables-1/rows-1-1	26 видов, <a class='default-link' href='https://trofei.by/articles/raznoe/%C2%ABstrel-skij%C2%BB-respublikanskij-landshaftnyj-zakaznik'>полный список растений</a>
sections-2/sections-2/tables-1/rows-0-0	Птицы
sections-3/sections-1/tables-1/caption	Красная книга
sections-3/sections-3/tables-1/rows-2-1	в заказнике порядка 150 видов растений. В затоках и озерах повсеместно встречается сальвиния плавающая (Красная книга РБ). В отдельных местах она создает сплошной ковер
sections-3/sections-4/tables-1/rows-1-1	42 вида млекопитающих, 3 вида пресмыкающихся, 11 видов земноводных и 22 вида рыб. Более 50 видов — в Красной книге
sections-5/sections-5/tables-0/rows-0-0	Площадь
sections-5/sections-0/tables-0/rows-0-1	20449 га
sections-2/sections-2/tables-0/rows-2-0	Особенность
sections-3/sections-3/tables-0/rows-1-1	1994 год
sections-3/sections-3/tables-0/rows-2-1	находится в долине реки Мухавец
sections-3/sections-5/tables-0/rows-1-1	1995 год
sections-3/sections-5/tables-0/rows-2-1	расположен в черте города Бреста на восточной его окраине южнее бывшей деревни Вычулки. Заказник полностью находится в пойме и в ближайших припойменных угодьях реки Мухавец
sections-3/sections-5/tables-0/caption	Общие сведения
sections-2/sections-2/title	Республиканский ландшафтный заказник «Радостовский»
sections-3/sections-1/tables-0/rows-0-0	Особенность
sections-3/sections-4/title	Ландшафтный заказник «Бугский»
sections-5/sections-4/tables-0/rows-2-0	ТВП-образующие виды
sections-2/sections-10/tables-0/caption	Общие сведения
sections-2/sections-0/tables-0/rows-0-1	1391 га
sections-2/sections-0/tables-1/rows-1-0	Животные
sections-3/sections-3/tables-1/rows-1-1	среди крупных животных — лось, косуля, дикие кабаны, лиса. Зарегистрированы гнезда орешниковой сони, а также поселения речного бобра и ондатры
sections-3/sections-4/tables-1/rows-2-1	здесь растут более 700 видов растений, при чем 21 из них — растения-краснокнижники, а 17 — находятся под профилактической охраной
sections-5/sections-6/tables-0/rows-0-1	218318 га
sections-4/title	Заповедник <abbr title='Министерство по чрезвычайным ситуациям РБ'>МЧС</abbr>
sections-4/sections-0/tables-0/rows-1-0	Дата основания
sections-0/images-0/caption	Важные природные территории, через которые идёт река Припять и через которые хотят проложить водный путь Е40. Иллюстрация Анны Войтекян
sections-3/sections-0/tables-1/rows-1-1	в фауне и флоре территории насчитывается около 90 охраняемых видов животных и растений. Территория является важнейшим местом обитания для ряда видов рыб: Gobio albipinnatus, Aspius aspius, Eudontomyzon mari
sections-3/sections-1/tables-1/rows-0-1	здесь гнездятся такие виды как: малая выпь Ixobrychus minutus, малый подорлик Aquila pomarina, обыкновенный осоед Pernis apivorus, черный аист Ciconia nigra, серый журавль Grus grus, дупель Gallinago media, белоспинный дятел Dendrocopos leucotos, козодой Caprimulgus europaeus, лесной жаворонок Lullula arborea, ряд других видов. Численность ряда видов равна или превышает 1% от национальной популяции. Это такие виды как: большая выпь Botaurus stellaris, болотный лунь Circus aeruginosus, коростель Crex crex, черная крачка Chlidonias niger, зимородок Alcedo atthis, и др. Численность таких видов как: средний дятел, Dendrocopos medius, малая крачка Sterna albifrons, обыкновенный жулан Lanius collurio, варакушка Luscinia svecica — более 2%; ястребиная славка Sylvia nisoria и мородунка Xenus cinereus, мухоловка-белошейка Ficedula albicollis — более 5 % национальной популяции
sections-3/sections-3/tables-0/rows-0-0	Площадь
sections-3/sections-3/tables-1/rows-2-0	Растения
sections-3/sections-5/tables-0/rows-0-0	Площадь
slug	protected-areas
sections-2/sections-0/tables-1/rows-2-1	венерин башмачок настоящий, прострел широколистный, зубянка клубненосная и др.
sections-2/sections-1/tables-0/rows-2-0	Особенность
sections-2/sections-1/tables-1/rows-1-0	Растения
sections-2/sections-5/tables-0/rows-0-0	Особенность
sections-3/sections-4/tables-1/rows-1-0	Животные
sections-5/sections-1/tables-0/rows-1-0	Статус
sections-4/paragraphs-0/style	italic
sections-3/sections-1/title	Заказник местного значения «Туровский луг»
sections-5/sections-3/tables-0/rows-0-1	98676 га
sections-5/sections-8/tables-0/rows-0-1	16124 га
sections-5/sections-10/tables-0/rows-1-0	Статус
sections-1/sections-0/tables-1/rows-0-1	из общего числа видов пернатых занесенных в Красную книгу Беларуси — 65 встречается в НП «Припятский». Это более 90% птиц-краснокнижников всей страны. Среди них: серый журавль, черный аист, болотная сова, зеленый дятел, белая лазоревка, орлан-белохвост
sections-2/sections-6/tables-0/caption	Общие сведения
sections-3/sections-5/tables-1/caption	Красная книга
sections-4/sections-0/tables-0/rows-2-0	Особенность
sections-2/sections-1/tables-0/rows-1-0	Дата основания
sections-2/sections-10/tables-0/rows-2-1	здесь произрастает реликтовое растение клопогон обыкновенный. Он имеет первую, наивысшую, категорию охраны в республиканской Красной книге. В Беларуси известно всего два места произрастания данного вида: заказник «Мозырские овраги» и нацпарк «Беловежская пуща». Абсолютные высоты достигают 200 и более метров, являясь максимальными для региона Белорусского Полесья. Находится в черте города
sections-3/sections-4/tables-1/rows-3-1	<a class='default-link' href='https://brestnatura.org/en/element/116/'>https://brestnatura.org/en/element/116/</a>
sections-5/sections-1/tables-0/rows-2-0	ТВП-образующие виды
sections-5/sections-5/tables-0/rows-1-1	ТВП международного значения с 1998 года. Трансграничная Рамсарская территория с 2002 года «Ольманские болота — торфяной массив «Переброды» (Беларусь — Украина)
sections-5/sections-5/tables-0/rows-2-1	Черный аист, Змееяд, Подорлик большой, Журавль серый, Дупель, Веретенник большой, Кроншнеп большой, Филин, Неясыть серая, Камышовка вертлявая
date	2017-07-31
sections-3/sections-4/tables-0/rows-0-0	Площадь
sections-5/sections-11/tables-0/rows-0-1	672 га
sections-1/sections-0/tables-0/rows-0-0	Площадь
sections-3/sections-2/tables-1/rows-0-1	здесь гнездятся такие виды как: малая выпь Ixobrychus minutus, малый подорлик Aquila pomarina, обыкновенный осоед Pernis apivorus, черный аист Ciconia nigra, серый журавль Grus grus, дупель Gallinago media, белоспинный дятел Dendrocopos leucotos, козодой Caprimulgus europaeus, лесной жаворонок Lullula arborea, ряд других видов. Численность ряда видов равна или превышает 1% от национальной популяции. Это такие виды как: большая выпь Botaurus stellaris, болотный лунь Circus aeruginosus, коростель Crex crex, черная крачка Chlidonias niger, зимородок Alcedo atthis, и др. Численность таких видов как: средний дятел, Dendrocopos medius, малая крачка Sterna albifrons, обыкновенный жулан Lanius collurio, варакушка Luscinia svecica — более 2%; ястребиная славка Sylvia nisoria и мородунка Xenus cinereus, мухоловка-белошейка Ficedula albicollis — более 5 % национальной популяции
sections-3/sections-5/tables-1/rows-2-1	во флоре отмечено около 19 видов деревьев и кустарников, свыше 150 видов травянистых растений, в том числе: сальвиния плавающая, кубышка желтая, ятрышник пятнистый и др.
sections-5/sections-10/tables-0/rows-1-1	ТВП международного значения с 2016 года. Рамсарская территория
sections-2/sections-4/title	Республиканский заказник «Морочно»
sections-2/sections-7/tables-0/caption	Общие сведения
sections-3/sections-2/title	Биологический заказник «Дывин-Великий лес»
sections-5/sections-0/tables-0/rows-1-0	Статус
sections-5/sections-5/title	Ольманские болота
sections-5/sections-9/tables-0/rows-0-0	Площадь
